@RELATION 'Onset events in 0003'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
95.571335,'[]','[]','[]','[]','[]','[]','[40]','[]','[+35]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+81]','[]','[]','[]','[]','[64,67,71]','[]','[]'
95.9999,'[]','[]','[]','[]','[]','[]','[+42]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[+66,+69,+73]','[]','[]'
96.428474,'[]','[]','[]','[]','[]','[]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+78]','[]','[]','[]','[]','[66,69,73]','[]','[]'
96.85705,'[]','[]','[]','[]','[]','[]','[42]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+81]','[]','[]','[]','[]','[66,69,73]','[]','[]'
97.285614,'[]','[]','[]','[]','[]','[]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[66,69,73]','[]','[]'
97.714195,'[]','[]','[]','[]','[]','[]','[42]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[66,69,73]','[]','[]'
98.14276,'[]','[]','[]','[]','[]','[]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+79]','[]','[]','[]','[]','[66,69,73]','[]','[]'
98.57133,'[]','[]','[]','[]','[]','[]','[42]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+76]','[]','[]','[]','[]','[66,69,73]','[]','[]'
98.9999,'[]','[]','[]','[]','[]','[]','[42]','[]','[+35]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+78]','[]','[]','[]','[]','[66,69,73]','[]','[]'
99.428474,'[]','[]','[]','[]','[]','[]','[+47]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]','[]','[+62,+66,+71]','[]','[]'
99.85704,'[]','[]','[]','[]','[]','[]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[62,66,71]','[]','[]'
100.285614,'[]','[]','[]','[]','[]','[]','[47]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+76]','[]','[]','[]','[]','[62,66,71]','[]','[]'
100.71419,'[]','[]','[]','[]','[]','[]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[62,66,71]','[]','[]'
101.14275,'[]','[]','[]','[]','[]','[]','[47]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,66,71]','[]','[]'
101.57133,'[]','[]','[]','[]','[]','[]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+79]','[]','[]','[]','[]','[62,66,71]','[]','[]'
101.99989,'[]','[]','[]','[]','[]','[]','[47]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[62,66,71]','[]','[]'
102.428474,'[]','[]','[]','[]','[]','[]','[47]','[]','[+35]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[62,66,71]','[]','[]'
102.85704,'[]','[]','[]','[]','[]','[]','[+47]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+81]','[]','[]','[]','[]','[+62,+66,+71]','[]','[]'
103.28561,'[]','[]','[]','[]','[]','[]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+81]','[]','[]','[]','[]','[62,66,71]','[]','[]'
103.71419,'[]','[]','[]','[]','[]','[]','[47]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+81]','[]','[]','[]','[]','[62,66,71]','[]','[]'
104.14275,'[]','[]','[]','[]','[]','[]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[62,66,71]','[]','[]'
104.57133,'[]','[]','[]','[]','[]','[]','[47]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+81]','[]','[]','[]','[]','[62,66,71]','[]','[]'
104.99989,'[]','[]','[]','[]','[]','[]','[47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,66,71]','[]','[]'
105.42847,'[]','[]','[]','[]','[]','[]','[47]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+78]','[]','[]','[]','[]','[62,66,71]','[]','[]'
105.85704,'[]','[]','[]','[]','[]','[]','[47]','[]','[+35]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+81]','[]','[]','[]','[]','[62,66,71]','[]','[]'
106.28561,'[]','[]','[]','[]','[]','[]','[+40]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64,+67,+71]','[]','[]'
106.71417,'[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[64,67,71]','[]','[]'
107.14275,'[]','[]','[]','[]','[]','[]','[40]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[64,67,71]','[]','[]'
107.57132,'[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+76]','[]','[]','[]','[]','[64,67,71]','[]','[]'
107.999886,'[]','[]','[]','[]','[]','[]','[+45]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+64,+69,+73]','[]','[]'
108.42847,'[]','[]','[]','[]','[]','[]','[45]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[64,69,73]','[]','[]'
108.85703,'[]','[]','[]','[]','[]','[]','[45]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+79]','[]','[]','[]','[]','[64,69,73]','[]','[]'
109.28561,'[]','[]','[]','[]','[]','[]','[45]','[]','[+35]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[64,69,73]','[]','[]'
109.71417,'[]','[]','[]','[]','[]','[]','[+40]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+79]','[]','[]','[]','[]','[+64,+67,+71]','[]','[]'
110.142746,'[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+76]','[]','[]','[]','[]','[64,67,71]','[]','[]'
110.57132,'[]','[]','[]','[]','[]','[]','[40]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[64,67,71]','[]','[]'
110.999886,'[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[71]','[]','[]','[]','[]','[64,67,71]','[]','[]'
111.42847,'[]','[]','[]','[]','[]','[]','[40]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+78]','[]','[]','[]','[]','[64,67,71]','[]','[]'
111.85703,'[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[64,67,71]','[]','[]'
112.2856,'[]','[]','[]','[]','[]','[]','[40]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[64,67,71]','[]','[]'
112.71417,'[]','[]','[]','[]','[]','[]','[40]','[]','[+35]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[69]','[]','[]','[]','[]','[64,67,71]','[]','[]'
113.142746,'[]','[]','[]','[]','[]','[]','[+43]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+81]','[]','[]','[]','[]','[+62,+67,+71]','[]','[]'
113.57131,'[]','[]','[]','[]','[]','[]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[62,67,71]','[]','[]'
113.999886,'[]','[]','[]','[]','[]','[]','[43]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+78]','[]','[]','[]','[]','[62,67,71]','[]','[]'
114.42846,'[]','[]','[]','[]','[]','[]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,67,71]','[]','[]'
114.857025,'[]','[]','[]','[]','[]','[]','[43]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[62,67,71]','[]','[]'
115.2856,'[]','[]','[]','[]','[]','[]','[43]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[62,67,71]','[]','[]'
115.714165,'[]','[]','[]','[]','[]','[]','[43]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+79]','[]','[]','[]','[]','[62,67,71]','[]','[]'
116.142746,'[]','[]','[]','[]','[]','[]','[43]','[]','[+35]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,67,71]','[]','[]'
116.57131,'[]','[]','[]','[]','[]','[]','[+42]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[+66,+69,+73]','[]','[]'
116.99988,'[]','[]','[]','[]','[]','[]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+69]','[]','[]','[]','[]','[66,69,73]','[]','[]'
117.42846,'[]','[]','[]','[]','[]','[]','[42]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[66,69,73]','[]','[]'
117.857025,'[]','[]','[]','[]','[]','[]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+78]','[]','[]','[]','[]','[66,69,73]','[]','[]'
118.2856,'[]','[]','[]','[]','[]','[]','[42]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[66,69,73]','[]','[]'
118.714165,'[]','[]','[]','[]','[]','[]','[42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+81]','[]','[]','[]','[]','[66,69,73]','[]','[]'
119.14274,'[]','[]','[]','[]','[]','[]','[42]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[66,69,73]','[]','[]'
119.57131,'[]','[]','[]','[]','[]','[]','[42]','[]','[+35]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[66,69,73]','[]','[]'
119.99988,'[]','[]','[]','[]','[]','[]','[+38]','[]','[+35,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+74]','[]','[]','[]','[]','[+62,+66,+69]','[]','[]'
120.42845,'[]','[]','[]','[]','[]','[]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[74]','[]','[]','[]','[]','[62,66,69]','[]','[]'
120.857025,'[]','[]','[]','[]','[]','[]','[38]','[]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[74]','[]','[]','[]','[]','[62,66,69]','[]','[]'
121.28559,'[]','[]','[]','[]','[]','[]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[74]','[]','[]','[]','[]','[62,66,69]','[]','[]'
121.71416,'[]','[]','[]','[]','[]','[]','[38]','[]','[+35]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,66,69]','[]','[]'
121.92845,'[]','[]','[]','[]','[]','[]','[38]','[]','[35,+47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,66,69]','[]','[]'
122.14274,'[]','[]','[]','[]','[]','[]','[38]','[]','[+41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,66,69]','[]','[]'
122.571304,'[]','[]','[]','[]','[]','[]','[38]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,66,69]','[]','[]'
122.78559,'[]','[]','[]','[]','[]','[]','[38]','[]','[+47]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,66,69]','[]','[]'
122.99988,'[]','[]','[]','[]','[]','[]','[38]','[]','[+35,+41]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[62,66,69]','[]','[]'
123.42845,'[]','[]','[]','[]','[]','[]','[+43]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
123.85702,'[]','[]','[]','[]','[]','[]','[43]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[]','[]','[]'
124.28559,'[]','[]','[]','[]','[]','[]','[43]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[]','[]','[]'
124.71416,'[]','[]','[]','[]','[]','[]','[43]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]'
125.14274,'[]','[]','[]','[]','[]','[]','[43]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[]','[]','[]'
125.571304,'[]','[]','[]','[]','[]','[]','[43]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+52]','[]','[]','[]','[]','[]'
125.99987,'[]','[]','[]','[]','[]','[]','[43]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+52]','[]','[]','[]','[]','[]'
126.42845,'[]','[]','[]','[]','[]','[]','[43]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[52]','[]','[]','[]','[]','[]'
126.85702,'[]','[]','[]','[]','[]','[]','[+42]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]'
127.28558,'[]','[]','[]','[]','[]','[]','[42]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]'
127.71416,'[]','[]','[]','[]','[]','[]','[42]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]'
128.14273,'[]','[]','[]','[]','[]','[]','[42]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+52]','[]','[]','[]','[]','[]'
128.57129,'[]','[]','[]','[]','[]','[]','[42]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]'
128.99988,'[]','[]','[]','[]','[]','[]','[42]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]'
129.42844,'[]','[]','[]','[]','[]','[]','[42]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]'
129.85701,'[]','[]','[]','[]','[]','[]','[42]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[]','[]','[]'
130.28558,'[]','[]','[]','[]','[]','[]','[+42]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]'
130.71416,'[]','[]','[]','[]','[]','[]','[42]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[]','[]','[]'
131.14273,'[]','[]','[]','[]','[]','[]','[42]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[]','[]','[]'
131.57129,'[]','[]','[]','[]','[]','[]','[42]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[]','[]','[]'
131.99988,'[]','[]','[]','[]','[]','[]','[+45]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
132.42844,'[]','[]','[]','[]','[]','[]','[45]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]'
132.85701,'[]','[]','[]','[]','[]','[]','[45]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]'
133.28558,'[]','[]','[]','[]','[]','[]','[45]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]'
133.71416,'[]','[]','[]','[]','[]','[]','[+47]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+52]','[]','[]','[]','[]','[]'
134.14272,'[]','[]','[]','[]','[]','[]','[47]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+52]','[]','[]','[]','[]','[]'
134.57129,'[]','[]','[]','[]','[]','[]','[47]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]'
134.99988,'[]','[]','[]','[]','[]','[]','[47]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+61]','[]','[]','[]','[]','[]'
135.42844,'[]','[]','[]','[]','[]','[]','[47]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+62]','[]','[]','[]','[]','[]'
135.85701,'[]','[]','[]','[]','[]','[]','[47]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]'
136.28558,'[]','[]','[]','[]','[]','[]','[47]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]'
136.71414,'[]','[]','[]','[]','[]','[]','[47]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+52]','[]','[]','[]','[]','[]'
137.14272,'[]','[]','[]','[]','[]','[]','[+43]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
137.57129,'[]','[]','[]','[]','[]','[]','[43]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[]','[]','[]'
137.99986,'[]','[]','[]','[]','[]','[]','[43]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[]','[]','[]'
138.42844,'[]','[]','[]','[]','[]','[]','[43]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[]','[]','[]'
138.85701,'[]','[]','[]','[]','[]','[]','[43]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]'
139.28557,'[]','[]','[]','[]','[]','[]','[43]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
139.71414,'[]','[]','[]','[]','[]','[]','[43]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
140.14272,'[]','[]','[]','[]','[]','[]','[43]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55]','[]','[]','[]','[]','[]'
140.57129,'[]','[]','[]','[]','[]','[]','[+42]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[]','[]','[]'
140.99986,'[]','[]','[]','[]','[]','[]','[42]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]'
141.42844,'[]','[]','[]','[]','[]','[]','[42]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+50]','[]','[]','[]','[]','[]'
141.85701,'[]','[]','[]','[]','[]','[]','[42]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[]','[]','[]'
142.28557,'[]','[]','[]','[]','[]','[]','[42]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+57]','[]','[]','[]','[]','[]'
142.71414,'[]','[]','[]','[]','[]','[]','[42]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+52]','[]','[]','[]','[]','[]'
143.14272,'[]','[]','[]','[]','[]','[]','[42]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[]','[]','[]'
143.57127,'[]','[]','[]','[]','[]','[]','[42]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[59]','[]','[]','[]','[]','[]'
143.99986,'[]','[]','[]','[]','[]','[]','[+47]','[]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
144.42844,'[]','[]','[]','[]','[]','[]','[47]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
144.857,'[]','[]','[]','[]','[]','[]','[47]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+59]','[]','[]','[]','[]','[]'
145.28557,'[]','[]','[]','[]','[]','[]','[47]','[]','[+38,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+54]','[]','[]','[]','[]','[]'
145.71414,'[]','[]','[]','[]','[]','[]','[47]','[]','[+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+52]','[]','[]','[]','[]','[]'
